type,paperless_billing,payment_method,total_charges,contract_terminated,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support
Two year,Yes,Bank transfer (automatic),5293.2,1,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,74.45,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,2345.2,1,0,No,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,2335.3,1,0,No,No,Fiber optic,No,Yes,Yes,No
One year,No,Mailed check,1115.15,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,291.4,1,1,No,No,DSL,No,No,No,Yes
Month-to-month,Yes,Electronic check,453.75,1,0,Yes,Yes,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Credit card (automatic),1597.25,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,235.5,1,1,No,No,Fiber optic,No,No,No,No
One year,Yes,Bank transfer (automatic),5639.05,1,0,No,No,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,799.65,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,50.8,1,0,No,No,DSL,No,No,No,Yes
Month-to-month,Yes,Electronic check,144.55,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,2447.95,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,3050.15,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Bank transfer (automatic),4517.25,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,19.9,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,1200.15,1,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,70.6,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),389.6,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,523.5,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,2277.65,1,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,24.8,1,1,Yes,No,DSL,No,No,No,No
One year,Yes,Credit card (automatic),6903.1,1,0,No,No,Fiber optic,No,Yes,No,Yes
Month-to-month,Yes,Electronic check,1008.7,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,853.1,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),794.25,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,2537.0,0,0,No,No,Fiber optic,No,No,Yes,Yes
Month-to-month,No,Electronic check,160.8,1,0,No,No,DSL,No,No,Yes,Yes
Month-to-month,Yes,Mailed check,1174.35,1,1,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,741.7,1,0,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Credit card (automatic),3019.25,1,1,No,No,Fiber optic,No,No,No,No
Two year,No,Credit card (automatic),4759.75,1,0,Yes,No,DSL,Yes,No,Yes,Yes
Month-to-month,Yes,Mailed check,84.65,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,69.55,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,347.25,1,0,No,No,DSL,No,Yes,No,No
Month-to-month,Yes,Mailed check,354.05,1,0,No,No,DSL,Yes,No,No,No
Month-to-month,Yes,Bank transfer (automatic),44.35,1,0,Yes,Yes,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,586.05,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),3092.65,1,0,No,Yes,DSL,No,Yes,No,No
Month-to-month,Yes,Mailed check,415.55,1,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,73.65,1,1,No,No,Fiber optic,No,No,No,No
One year,Yes,Mailed check,2405.05,1,0,Yes,Yes,DSL,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,4458.15,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,474.9,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,668.4,1,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,926.25,1,0,No,No,Fiber optic,No,No,No,Yes
One year,Yes,Bank transfer (automatic),2541.25,1,0,Yes,Yes,DSL,No,Yes,No,No
Month-to-month,No,Electronic check,46.0,1,1,Yes,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,1156.1,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),1167.8,1,1,Yes,No,Fiber optic,No,No,No,No
One year,No,Mailed check,3912.9,1,1,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Mailed check,221.7,1,0,No,Yes,DSL,No,No,No,No
Month-to-month,No,Credit card (automatic),201.1,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,2838.7,1,0,Yes,Yes,Fiber optic,Yes,Yes,No,No
Month-to-month,Yes,Mailed check,70.15,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),296.1,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,81.1,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,20.55,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Electronic check,6428.4,1,0,No,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,6252.9,1,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,240.45,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,315.3,1,0,No,No,Fiber optic,No,Yes,No,Yes
Month-to-month,Yes,Mailed check,55.7,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,973.45,1,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,669.85,1,0,Yes,No,DSL,No,No,Yes,No
Month-to-month,Yes,Mailed check,267.4,1,1,Yes,No,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Electronic check,69.85,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,53.55,1,0,No,No,DSL,No,No,No,No
Two year,No,Bank transfer (automatic),6579.05,1,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
Two year,Yes,Electronic check,7856.0,1,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,No,Electronic check,2169.75,1,1,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),896.9,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Mailed check,19.3,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,49.65,1,0,No,No,DSL,No,No,Yes,No
Two year,No,Credit card (automatic),2460.15,1,0,No,No,DSL,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,370.65,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),1910.6,1,1,No,No,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Mailed check,890.6,1,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),529.5,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),48.6,1,0,No,No,DSL,Yes,No,No,No
Month-to-month,Yes,Electronic check,2109.35,1,1,No,No,DSL,Yes,Yes,No,No
Month-to-month,Yes,Bank transfer (automatic),2265.25,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,220.6,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),229.5,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,2470.1,1,0,No,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,1244.5,1,0,No,No,Fiber optic,Yes,Yes,No,No
Month-to-month,No,Mailed check,20.05,1,1,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,3994.45,1,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,19.9,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,667.7,1,0,Yes,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,19.95,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,79.6,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,75.9,1,0,No,No,Fiber optic,No,No,No,Yes
Month-to-month,No,Electronic check,76.2,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Mailed check,19.25,1,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,3588.4,1,0,Yes,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,522.95,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,70.25,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),865.55,1,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Mailed check,409.9,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,60.0,1,0,No,Yes,DSL,Yes,Yes,No,Yes
Month-to-month,Yes,Electronic check,649.65,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,20.85,1,1,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,2011.4,1,0,No,No,DSL,No,No,Yes,No
One year,Yes,Credit card (automatic),6205.5,1,1,Yes,No,Fiber optic,Yes,Yes,No,Yes
Month-to-month,Yes,Bank transfer (automatic),503.6,1,1,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,1152.7,1,0,Yes,No,DSL,Yes,No,No,Yes
One year,Yes,Electronic check,7674.55,1,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,No,Electronic check,2157.95,1,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Credit card (automatic),7548.1,1,1,Yes,Yes,Fiber optic,Yes,Yes,No,No
Month-to-month,Yes,Electronic check,75.7,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Electronic check,1951.0,1,1,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,384.5,1,0,Yes,Yes,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Credit card (automatic),3432.9,1,0,No,No,Fiber optic,Yes,Yes,No,Yes
Month-to-month,Yes,Credit card (automatic),463.05,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),2867.75,1,1,Yes,No,Fiber optic,Yes,No,No,Yes
Month-to-month,Yes,Mailed check,71.35,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,1132.35,1,0,No,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,No,Mailed check,20.6,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,1931.75,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Credit card (automatic),818.05,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,916.75,1,1,Yes,No,Fiber optic,No,No,No,No
One year,Yes,Credit card (automatic),6581.9,1,1,Yes,No,Fiber optic,Yes,Yes,No,No
One year,Yes,Electronic check,3692.85,1,0,No,No,Fiber optic,Yes,No,Yes,Yes
Month-to-month,Yes,Electronic check,89.3,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,3078.1,1,0,No,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Mailed check,1426.75,1,1,No,No,Fiber optic,Yes,No,Yes,Yes
Month-to-month,Yes,Electronic check,474.8,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,446.1,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,416.3,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,35.85,1,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,1451.6,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,71.0,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,746.5,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,44.4,1,0,No,Yes,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,70.3,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),79.35,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),809.75,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1470.95,1,0,Yes,Yes,Fiber optic,No,No,No,No
One year,Yes,Electronic check,3264.45,1,1,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,246.3,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Credit card (automatic),1389.2,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1474.75,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,1460.65,1,0,Yes,Yes,Fiber optic,No,No,Yes,No
Month-to-month,No,Bank transfer (automatic),153.05,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,2119.5,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),135.0,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),1400.55,1,0,No,No,DSL,Yes,No,No,No
Month-to-month,Yes,Electronic check,69.65,1,0,No,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1060.2,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,86.0,1,1,No,No,Fiber optic,No,Yes,No,No
One year,Yes,Credit card (automatic),5785.5,1,0,No,No,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,79.45,1,0,No,No,DSL,No,Yes,No,No
One year,Yes,Bank transfer (automatic),2816.65,1,1,Yes,No,DSL,No,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,4783.5,1,0,Yes,Yes,Fiber optic,No,No,No,No
One year,Yes,Electronic check,470.6,1,0,No,No,DSL,No,No,Yes,No
Month-to-month,Yes,Credit card (automatic),4740.0,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Bank transfer (automatic),1448.8,1,0,Yes,Yes,DSL,Yes,Yes,Yes,No
Month-to-month,No,Electronic check,4254.85,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1101.85,1,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Mailed check,20.2,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),3969.35,1,1,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,1237.85,1,1,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,498.1,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,294.45,1,1,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,2381.55,1,1,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,613.4,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,442.2,1,0,Yes,No,DSL,No,No,Yes,No
Month-to-month,Yes,Electronic check,84.85,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Mailed check,654.85,1,0,No,No,DSL,Yes,No,No,Yes
One year,No,Credit card (automatic),3160.55,1,0,No,No,DSL,Yes,Yes,Yes,Yes
Two year,Yes,Mailed check,740.3,1,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,2806.9,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Electronic check,1422.65,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,4138.05,1,0,Yes,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),102.5,1,1,No,No,DSL,No,No,No,No
One year,No,Mailed check,872.65,1,0,No,No,DSL,No,No,No,Yes
Month-to-month,No,Credit card (automatic),757.1,1,1,No,No,DSL,No,No,No,Yes
Month-to-month,Yes,Electronic check,608.8,1,0,Yes,Yes,Fiber optic,No,Yes,No,Yes
Month-to-month,Yes,Electronic check,1139.2,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,279.55,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,1483.25,1,0,No,No,Fiber optic,Yes,No,No,No
One year,No,Credit card (automatic),4653.85,1,0,Yes,Yes,DSL,Yes,Yes,Yes,No
Month-to-month,Yes,Electronic check,4400.75,1,0,No,No,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,460.25,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,5485.5,1,1,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,404.2,1,0,Yes,Yes,Fiber optic,No,Yes,No,No
One year,No,Electronic check,7176.55,1,0,No,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Credit card (automatic),242.95,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Bank transfer (automatic),866.45,1,0,Yes,No,Fiber optic,Yes,No,No,Yes
Month-to-month,Yes,Bank transfer (automatic),2076.2,1,0,No,No,DSL,No,No,Yes,No
Month-to-month,Yes,Electronic check,7299.65,1,1,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,2291.2,1,1,No,No,Fiber optic,No,Yes,No,No
One year,Yes,Electronic check,7491.75,1,1,Yes,No,Fiber optic,No,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),7723.9,1,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,No,Bank transfer (automatic),1032.0,1,1,Yes,No,DSL,No,No,No,No
Month-to-month,No,Mailed check,70.75,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,130.75,1,0,No,No,DSL,No,No,Yes,No
Month-to-month,Yes,Electronic check,2653.65,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),3457.9,1,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
Month-to-month,No,Electronic check,178.1,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,480.6,1,0,No,Yes,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,23.45,1,0,Yes,No,DSL,No,No,No,No
Month-to-month,No,Mailed check,29.7,1,0,No,No,DSL,Yes,No,No,No
Month-to-month,Yes,Mailed check,24.9,0,0,No,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,6039.9,1,0,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Mailed check,151.3,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,55.4,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,90.6,1,1,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Mailed check,156.35,1,1,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),2952.85,1,1,Yes,No,Fiber optic,No,No,Yes,No
One year,Yes,Credit card (automatic),5916.45,1,0,No,No,Fiber optic,Yes,Yes,No,Yes
Month-to-month,Yes,Mailed check,113.35,1,0,No,No,DSL,Yes,No,Yes,No
Month-to-month,Yes,Credit card (automatic),1359.0,1,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Credit card (automatic),1777.9,1,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,4504.55,1,1,No,No,Fiber optic,No,Yes,No,Yes
Month-to-month,No,Credit card (automatic),259.8,1,0,No,No,DSL,Yes,No,No,Yes
Month-to-month,Yes,Electronic check,5568.35,1,1,Yes,No,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,2203.65,1,0,Yes,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,2369.05,1,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,No,Electronic check,672.55,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Credit card (automatic),1573.7,1,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,No,Mailed check,126.05,1,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,64.55,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,4226.7,0,0,Yes,No,DSL,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,3243.45,1,0,Yes,Yes,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,79.25,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),44.9,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,659.65,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,118.5,1,0,No,No,DSL,No,No,Yes,No
Month-to-month,Yes,Electronic check,3365.85,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Electronic check,195.3,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),997.65,1,1,No,No,Fiber optic,No,No,No,No
One year,Yes,Credit card (automatic),5275.8,1,0,Yes,No,Fiber optic,Yes,No,Yes,Yes
Month-to-month,No,Electronic check,80.5,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),305.55,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,900.5,1,0,No,No,DSL,No,No,No,Yes
Month-to-month,Yes,Mailed check,3856.75,1,1,No,No,Fiber optic,No,No,No,No
One year,No,Mailed check,1625.0,1,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Month-to-month,Yes,Bank transfer (automatic),3959.35,1,0,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,No,Electronic check,3969.4,1,1,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,470.95,1,0,Yes,Yes,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Electronic check,560.6,1,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Mailed check,25.7,1,1,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,506.9,1,0,Yes,Yes,Fiber optic,No,No,No,No
Month-to-month,No,Bank transfer (automatic),80.35,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Mailed check,76.4,1,1,Yes,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,514.0,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Mailed check,880.2,1,1,Yes,Yes,DSL,Yes,No,No,No
Month-to-month,No,Electronic check,69.95,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,93.3,1,0,No,Yes,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,169.05,1,0,No,No,DSL,No,No,Yes,No
Month-to-month,No,Mailed check,35.05,1,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,73.0,1,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Credit card (automatic),2716.3,1,1,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Electronic check,142.35,1,1,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,33.2,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Credit card (automatic),287.4,1,0,No,No,Fiber optic,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,2254.2,1,0,No,No,Fiber optic,No,No,No,No
Two year,No,Credit card (automatic),7752.3,1,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),6585.35,1,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,No,Mailed check,19.7,1,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,413.65,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),714.15,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Electronic check,2497.2,1,1,No,No,Fiber optic,Yes,Yes,No,No
One year,Yes,Credit card (automatic),5643.4,1,0,No,No,Fiber optic,Yes,Yes,No,Yes
Month-to-month,Yes,Electronic check,197.7,1,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,79.15,1,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Bank transfer (automatic),655.85,1,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,303.15,1,0,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Electronic check,1574.45,1,0,Yes,Yes,Fiber optic,Yes,No,No,Yes
One year,Yes,Electronic check,6441.4,1,1,No,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Mailed check,49.9,1,0,No,Yes,DSL,No,No,No,Yes
Month-to-month,Yes,Electronic check,1358.85,1,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Bank transfer (automatic),2869.85,1,1,Yes,No,Fiber optic,No,No,No,No
